X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId
-8840662.89463617,5432354.93462145,80949770,8001571012,2018,2018/08/25 04:00:00+00,1112,11,5825 YONGE ST,<Null>,<Null>,Major Arterial,North York,18,32,43.785807,-79.417026,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,30 to 34,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,50,Newtonbrook East (50),715
-8840662.89463617,5432354.93462145,80949771,8001571012,2018,2018/08/25 04:00:00+00,1112,11,5825 YONGE ST,<Null>,<Null>,Major Arterial,North York,18,32,43.785807,-79.417026,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,0 to 4,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,50,Newtonbrook East (50),716
-8840662.89463617,5432354.93462145,80949772,8001571012,2018,2018/08/25 04:00:00+00,1112,11,5825 YONGE ST,<Null>,<Null>,Major Arterial,North York,18,32,43.785807,-79.417026,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,50 to 54,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,50,Newtonbrook East (50),717
-8840662.89463617,5432354.93462145,80949773,8001571012,2018,2018/08/25 04:00:00+00,1112,11,5825 YONGE ST,<Null>,<Null>,Major Arterial,North York,18,32,43.785807,-79.417026,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,60 to 64,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,50,Newtonbrook East (50),718
-8840662.89463617,5432354.93462145,80949774,8001571012,2018,2018/08/25 04:00:00+00,1112,11,5825 YONGE ST,<Null>,<Null>,Major Arterial,North York,18,32,43.785807,-79.417026,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,65 to 69,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,50,Newtonbrook East (50),719
-8840662.89463617,5432354.93462145,80949775,8001571012,2018,2018/08/25 04:00:00+00,1112,11,5825 YONGE ST,<Null>,<Null>,Major Arterial,North York,18,32,43.785807,-79.417026,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,45 to 49,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,50,Newtonbrook East (50),720
-8840662.89463617,5432354.93462145,80949776,8001571012,2018,2018/08/25 04:00:00+00,1112,11,5825 YONGE ST,<Null>,<Null>,Major Arterial,North York,18,32,43.785807,-79.417026,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,35 to 39,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,50,Newtonbrook East (50),721
-8833030.16243044,5412840.40881806,80950972,8001667999,2018,2018/09/08 04:00:00+00,2317,23,QUEEN ST E,GRANT ST,30 m East of,Minor Arterial,Toronto and East York,14,55,43.659117,-79.34846,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,West,Street Car,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),722
-8833030.16243044,5412840.40881806,80950973,8001667999,2018,2018/09/08 04:00:00+00,2317,23,QUEEN ST E,GRANT ST,30 m East of,Minor Arterial,Toronto and East York,14,55,43.659117,-79.34846,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),723
-8843998.02658033,5410063.91640639,81473670,8001683748,2018,2018/09/11 04:00:00+00,1339,13,RONCESVALLES AVE,MARION ST,7 m North of,Minor Arterial,Toronto and East York,4,11,43.64107,-79.446986,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Driver,45 to 49,Minor,<Null>,North,Street Car,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D11,86,Roncesvalles (86),724
-8843998.02658033,5410063.91640639,81473671,8001683748,2018,2018/09/11 04:00:00+00,1339,13,RONCESVALLES AVE,MARION ST,7 m North of,Minor Arterial,Toronto and East York,4,11,43.64107,-79.446986,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,75 to 79,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D11,86,Roncesvalles (86),725
-8836506.44748893,5411016.29453218,80974614,8001722956,2018,2018/09/17 04:00:00+00,1204,12,BAY ST,WELLINGTON ST W,<Null>,Major Arterial,Toronto and East York,"10,13",52,43.647261,-79.379688,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,<Null>,West,"Bus (Other) (Go Bus, Gray Coach)",Turning Right,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D52,76,Bay Street Corridor (76),726
-8836506.44748893,5411016.29453218,80974615,8001722956,2018,2018/09/17 04:00:00+00,1204,12,BAY ST,WELLINGTON ST W,<Null>,Major Arterial,Toronto and East York,"10,13",52,43.647261,-79.379688,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,<Null>,West,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D52,76,Bay Street Corridor (76),727
-8846480.56254452,5409469.55666792,80972615,8001812203,2018,2018/10/01 04:00:00+00,622,6,THE QUEENSWAY,WINDERMERE AVE,<Null>,Major Arterial,Toronto and East York,4,11,43.637206,-79.469287,Mid-Block,Non Intersection,No Control,Rain,"Daylight, artificial",Wet,Fatal,Pedestrian Collisions,Driver,35 to 39,None,<Null>,East,Street Car,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),728
-8846480.56254452,5409469.55666792,80973076,8001812203,2018,2018/10/01 04:00:00+00,622,6,THE QUEENSWAY,WINDERMERE AVE,<Null>,Major Arterial,Toronto and East York,4,11,43.637206,-79.469287,Mid-Block,Non Intersection,No Control,Rain,"Daylight, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,50,East,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Walking on Roadway with Traffic,Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),729
-8833306.2347676,5412747.77895127,80972619,8001860748,2018,2018/10/08 04:00:00+00,2015,20,685 QUEEN ST E,<Null>,Near #685,Major Arterial,Toronto and East York,14,55,43.658515,-79.35094,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Cyclist Collisions,Cyclist,60 to 64,Fatal,54,East,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist strikes a parked vehicle.,Lost control,Unknown,<Null>,Yes,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),730
-8833306.2347676,5412747.77895127,80973080,8001860748,2018,2018/10/08 04:00:00+00,2015,20,685 QUEEN ST E,<Null>,Near #685,Major Arterial,Toronto and East York,14,55,43.658515,-79.35094,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Cyclist Collisions,Driver,30 to 34,None,<Null>,East,Street Car,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),731
-8833306.2347676,5412747.77895127,80973081,8001860748,2018,2018/10/08 04:00:00+00,2015,20,685 QUEEN ST E,<Null>,Near #685,Major Arterial,Toronto and East York,14,55,43.658515,-79.35094,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Cyclist Collisions,Other,unknown,None,<Null>,East,"Automobile, Station Wagon",Parked,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),732
-8840536.32437514,5422666.29570836,80974441,8002016979,2018,2018/11/01 04:00:00+00,1712,17,AVENUE RD,GLENGARRY AVE,<Null>,Major Arterial,North York,8,32,43.722941,-79.415889,Intersection,Intersection Related,No Control,Rain,Dark,Dry,Fatal,Rear End,Driver,45 to 49,None,<Null>,South,Taxi,Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,39,Bedford Park-Nortown (39),733
-8840536.32437514,5422666.29570836,80974442,8002016979,2018,2018/11/01 04:00:00+00,1712,17,AVENUE RD,GLENGARRY AVE,<Null>,Major Arterial,North York,8,32,43.722941,-79.415889,Intersection,Intersection Related,No Control,Rain,Dark,Dry,Fatal,Rear End,Driver,unknown,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,39,Bedford Park-Nortown (39),734
-8840536.32437514,5422666.29570836,80974444,8002016979,2018,2018/11/01 04:00:00+00,1712,17,AVENUE RD,GLENGARRY AVE,<Null>,Major Arterial,North York,8,32,43.722941,-79.415889,Intersection,Intersection Related,No Control,Rain,Dark,Dry,Fatal,Rear End,Driver,unknown,None,<Null>,South,Municipal Transit Bus (TTC),Stopped,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,39,Bedford Park-Nortown (39),735
-8840536.32437514,5422666.29570836,80975003,8002016979,2018,2018/11/01 04:00:00+00,1712,17,AVENUE RD,GLENGARRY AVE,<Null>,Major Arterial,North York,8,32,43.722941,-79.415889,Intersection,Intersection Related,No Control,Rain,Dark,Dry,Fatal,Rear End,Passenger,55 to 59,Fatal,57,<Null>,"Automobile, Station Wagon",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,39,Bedford Park-Nortown (39),736
-8843770.48954115,5421574.5615263,80975009,8002139374,2018,2018/11/20 05:00:00+00,1804,18,665 LAWRENCE AVE W,<Null>,<Null>,Major Arterial,North York,8,"32,13",43.715853,-79.444942,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,Minor,<Null>,West,Municipal Transit Bus (TTC),Turning Left,Driving Properly,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,31,Yorkdale-Glen Park (31),737
-8843770.48954115,5421574.5615263,80975446,8002139374,2018,2018/11/20 05:00:00+00,1804,18,665 LAWRENCE AVE W,<Null>,<Null>,Major Arterial,North York,8,"32,13",43.715853,-79.444942,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,61,West,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing marked crosswalk without ROW,Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,31,Yorkdale-Glen Park (31),738
-8861318.67143082,5428060.7853595,80984399,8002254764,2018,2018/12/08 05:00:00+00,1601,16,STEELES AVE W,MARTIN GROVE RD,50 m East of,Major Arterial,Etobicoke York,1,23,43.757952,-79.60258,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Driver,50 to 54,None,<Null>,West,Municipal Transit Bus (TTC),Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D23,2,Mount Olive-Silverstone-Jamestown (2),739
-8861318.67143082,5428060.7853595,80984400,8002254764,2018,2018/12/08 05:00:00+00,1601,16,STEELES AVE W,MARTIN GROVE RD,50 m East of,Major Arterial,Etobicoke York,1,23,43.757952,-79.60258,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,50 to 54,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D23,2,Mount Olive-Silverstone-Jamestown (2),740
-8820388.38709748,5433709.18966338,80984038,8002279692,2018,2018/12/12 05:00:00+00,1538,15,PROGRESS AVE,SHEPPARD AVE E,<Null>,Major Arterial,Scarborough,23,42,43.794589,-79.234897,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,<Null>,West,Municipal Transit Bus (TTC),Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D42,132,Malvern (132),741
-8820388.38709748,5433709.18966338,80984039,8002279692,2018,2018/12/12 05:00:00+00,1538,15,PROGRESS AVE,SHEPPARD AVE E,<Null>,Major Arterial,Scarborough,23,42,43.794589,-79.234897,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D42,132,Malvern (132),742
-8843763.69905221,5415664.21901647,81136389,9000194955,2019,2019/01/31 05:00:00+00,1345,13,ST CLAIR AVE W,ST CLAIR GDNS,27 m East of,Major Arterial,Etobicoke York,9,13,43.677466,-79.444881,Intersection,Intersection Related,No Control,Clear,Daylight,Loose Snow,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,<Null>,East,Street Car,Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,92,Corso Italia-Davenport (92),743
-8843763.69905221,5415664.21901647,81136390,9000194955,2019,2019/01/31 05:00:00+00,1345,13,ST CLAIR AVE W,ST CLAIR GDNS,27 m East of,Major Arterial,Etobicoke York,9,13,43.677466,-79.444881,Intersection,Intersection Related,No Control,Clear,Daylight,Loose Snow,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,<Null>,South,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,92,Corso Italia-Davenport (92),744
-8861187.09179271,5423815.1588666,81474818,9000405023,2019,2019/03/05 05:00:00+00,547,5,HIGHWAY 27  N,HUMBER COLLEGE BLVD,<Null>,Major Arterial,Etobicoke York,1,23,43.730399,-79.601398,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,60 to 64,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),745
-8861187.09179271,5423815.1588666,81474819,9000405023,2019,2019/03/05 05:00:00+00,547,5,HIGHWAY 27  N,HUMBER COLLEGE BLVD,<Null>,Major Arterial,Etobicoke York,1,23,43.730399,-79.601398,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,45 to 49,Minimal,<Null>,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),746
-8861187.09179271,5423815.1588666,81474820,9000405023,2019,2019/03/05 05:00:00+00,547,5,HIGHWAY 27  N,HUMBER COLLEGE BLVD,<Null>,Major Arterial,Etobicoke York,1,23,43.730399,-79.601398,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,45 to 49,Minimal,<Null>,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),747
-8845476.68337654,5418115.38104057,81075008,9000419013,2019,2019/03/07 05:00:00+00,901,9,EGLINTON  AVE W,MCROBERTS  AVE,<Null>,Major Arterial,North York,"8,9",13,43.693389,-79.460269,Mid-Block,Non Intersection,No Control,<Null>,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,13,North,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,109,Caledonia-Fairbank (109),748
-8845476.68337654,5418115.38104057,81099903,9000419013,2019,2019/03/07 05:00:00+00,901,9,EGLINTON  AVE W,MCROBERTS  AVE,<Null>,Major Arterial,North York,"8,9",13,43.693389,-79.460269,Mid-Block,Non Intersection,No Control,<Null>,Daylight,Other,Fatal,Pedestrian Collisions,Driver,55 to 59,None,<Null>,East,Intercity Bus,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,109,Caledonia-Fairbank (109),749
-8836684.78131318,5411606.75364928,81163775,9000460326,2019,2019/03/13 04:00:00+00,1650,16,BAY ST,RICHMOND ST W,<Null>,Major Arterial,Toronto and East York,"10,13",52,43.651099,-79.38129,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,76,Bay Street Corridor (76),750
-8836684.78131318,5411606.75364928,81163776,9000460326,2019,2019/03/13 04:00:00+00,1650,16,BAY ST,RICHMOND ST W,<Null>,Major Arterial,Toronto and East York,"10,13",52,43.651099,-79.38129,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,<Null>,East,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Other,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,76,Bay Street Corridor (76),751
-8849065.8463987,5425819.31087654,81075005,9000524060,2019,2019/03/23 04:00:00+00,330,3,SHEPPARD AVE W,SUNFIELD RD,<Null>,Major Arterial,North York,6,31,43.743407,-79.492511,Intersection,At Intersection,Stop Sign,Other,Other,<Null>,Fatal,Turning Movement,Driver,25 to 29,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),752
-8849065.8463987,5425819.31087654,81099904,9000524060,2019,2019/03/23 04:00:00+00,330,3,SHEPPARD AVE W,SUNFIELD RD,<Null>,Major Arterial,North York,6,31,43.743407,-79.492511,Intersection,At Intersection,Stop Sign,Other,Other,<Null>,Fatal,Turning Movement,Driver,35 to 39,Fatal,14,North,Municipal Transit Bus (TTC),Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),753
-8836186.18131392,5414866.95804589,81100644,9000563702,2019,2019/03/29 04:00:00+00,630,6,BLOOR  ST E,SHERBOURNE ST,<Null>,Major Arterial,Toronto and East York,"11,13","53,51",43.672286,-79.376811,Intersection,At Intersection,Traffic Signal,Other,Other,Other,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,15,South,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Other,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,74,North St.James Town (74),754
-8836186.18131392,5414866.95804589,81163377,9000563702,2019,2019/03/29 04:00:00+00,630,6,BLOOR  ST E,SHERBOURNE ST,<Null>,Major Arterial,Toronto and East York,"11,13","53,51",43.672286,-79.376811,Intersection,At Intersection,Traffic Signal,Other,Other,Other,Fatal,Pedestrian Collisions,Driver,50 to 54,None,<Null>,East,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,74,North St.James Town (74),755
-8833446.38600651,5412708.38845879,81469360,9000583629,2019,2019/04/01 04:00:00+00,848,8,QUEEN ST E,CARROLL ST,13 m East of,Major Arterial,Toronto and East York,14,55,43.658259,-79.352199,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,East,Street Car,Going Ahead,Following too Close,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),756
-8833446.38600651,5412708.38845879,81469361,9000583629,2019,2019/04/01 04:00:00+00,848,8,QUEEN ST E,CARROLL ST,13 m East of,Major Arterial,Toronto and East York,14,55,43.658259,-79.352199,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Minimal,<Null>,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),757
