,LATITUDE,LONGITUDE,INVAGE,RDSFCOND,VISIBILITY,LIGHT,TRAFFCTL,DRIVACT,DRIVCOND,TIME
3735,43.769,-79.552,45 to 49,Dry,Clear,"Dark, artificial",No Control,Improper Lane Change,Unknown,1850.0
3736,43.769,-79.549,25 to 29,Dry,Clear,Dark,No Control,<Null>,<Null>,2350.0
3737,43.769,-79.464,65 to 69,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Inattentive,2213.0
3738,43.769,-79.412,55 to 59,Wet,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1066.0
3739,43.769,-79.412,60 to 64,Dry,Clear,Daylight,Traffic Signal,Lost control,Unknown,1066.0
3740,43.769,-79.388,20 to 24,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Normal,1650.2
3741,43.769,-79.388,25 to 29,Dry,Clear,Daylight,Traffic Signal,Speed too Fast For Condition,Normal,1650.2
3742,43.769,-79.388,50 to 54,Dry,Clear,"Dark, artificial",No Control,Lost control,Inattentive,1650.2
3743,43.769,-79.388,65 to 69,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1650.2
3744,43.769,-79.388,75 to 79,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1650.2
3745,43.769,-79.376,35 to 39,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Unknown,751.0
3746,43.769,-79.364,25 to 29,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,"Ability Impaired, Alcohol",2020.0
3747,43.769,-79.346,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1585.3333333333333
3748,43.769,-79.346,40 to 44,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1585.3333333333333
3749,43.769,-79.346,unknown,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Unknown,1585.3333333333333
3750,43.769,-79.303,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Other,Unknown,2240.0
3751,43.769,-79.303,30 to 34,Dry,Clear,"Dark, artificial",Traffic Signal,Other,Normal,2240.0
3752,43.769,-79.282,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1535.2
3753,43.769,-79.282,35 to 39,Wet,Rain,"Dusk, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1535.2
3754,43.769,-79.282,40 to 44,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,1535.2
3755,43.769,-79.282,45 to 49,Wet,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1535.2
3756,43.769,-79.282,unknown,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,1535.2
3757,43.769,-79.237,25 to 29,Dry,Clear,Dark,No Control,Lost control,Had Been Drinking,370.0
3758,43.769,-79.237,30 to 34,Dry,Clear,"Dark, artificial",No Control,Lost control,Had Been Drinking,370.0
3759,43.769,-79.228,25 to 29,Wet,Rain,Daylight,No Control,Lost control,"Ability Impaired, Alcohol",1058.0
3760,43.769,-79.218,35 to 39,Dry,Clear,Daylight,Traffic Signal,Other,Inattentive,1639.0
3761,43.769,-79.182,55 to 59,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1670.0
3762,43.769,-79.182,75 to 79,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1670.0
3763,43.769,-79.179,40 to 44,Dry,Clear,Daylight,No Control,Following too Close,Normal,1806.0
3764,43.769,-79.175,75 to 79,Dry,Clear,"Dusk, artificial",No Control,Lost control,Unknown,2100.0
3765,43.77,-79.546,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1438.0
3766,43.77,-79.546,unknown,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,1438.0
3767,43.77,-79.543,20 to 24,Wet,Clear,"Dusk, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,655.0
3768,43.77,-79.5,40 to 44,Wet,Clear,Daylight,Stop Sign,Lost control,Medical or Physical Disability,1540.0
3769,43.77,-79.46,20 to 24,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1708.0
3770,43.77,-79.46,40 to 44,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1708.0
3771,43.77,-79.46,60 to 64,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1708.0
3772,43.77,-79.46,75 to 79,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1708.0
3773,43.77,-79.442,35 to 39,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,"Ability Impaired, Alcohol",2310.0
3774,43.77,-79.381,60 to 64,Wet,Rain,Daylight,No Control,Other,Inattentive,1227.0
3775,43.77,-79.371,20 to 24,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1651.6666666666667
3776,43.77,-79.371,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1651.6666666666667
3777,43.77,-79.371,85 to 89,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1651.6666666666667
3778,43.77,-79.324,25 to 29,Loose Snow,Snow,Daylight,No Control,Speed too Fast For Condition,Normal,1700.0
3779,43.77,-79.277,20 to 24,Wet,Rain,"Dark, artificial",No Control,Lost control,Unknown,420.0
3780,43.77,-79.261,20 to 24,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1430.857142857143
3781,43.77,-79.261,25 to 29,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,<Null>,1430.857142857143
3782,43.77,-79.261,35 to 39,Dry,Clear,Daylight,Traffic Controller,Failed to Yield Right of Way,Inattentive,1430.857142857143
3783,43.77,-79.261,35 to 39,Dry,Clear,Daylight,Traffic Signal,Exceeding Speed Limit,Normal,1430.857142857143
3784,43.77,-79.261,50 to 54,Wet,Rain,Daylight,Traffic Signal,Lost control,Unknown,1430.857142857143
3785,43.77,-79.261,60 to 64,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1430.857142857143
3786,43.77,-79.261,80 to 84,Dry,Clear,Daylight,Traffic Controller,Failed to Yield Right of Way,Inattentive,1430.857142857143
3787,43.77,-79.186,25 to 29,Wet,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1307.3333333333333
3788,43.77,-79.186,35 to 39,Wet,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1307.3333333333333
3789,43.77,-79.186,40 to 44,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1307.3333333333333
3790,43.77,-79.179,35 to 39,Wet,Rain,Daylight,No Control,Failed to Yield Right of Way,Normal,1354.0
3791,43.77,-79.178,80 to 84,Dry,Clear,Daylight,No Control,Lost control,Unknown,1546.0
3792,43.771,-79.538,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Normal,1105.0
3793,43.771,-79.538,70 to 74,Dry,Clear,Daylight,No Control,Following too Close,Normal,1105.0
3794,43.771,-79.524,85 to 89,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,1025.0
3795,43.771,-79.454,80 to 84,Wet,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1425.0
3796,43.771,-79.413,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1582.0
3797,43.771,-79.413,65 to 69,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1582.0
3798,43.771,-79.377,35 to 39,Dry,Clear,Daylight,Stop Sign,Other,Unknown,830.0
3799,43.771,-79.367,70 to 74,Dry,Clear,"Dark, artificial",No Control,Lost control,Medical or Physical Disability,2303.0
3800,43.771,-79.364,15 to 19,Dry,Clear,Daylight,Traffic Signal,Speed too Fast For Condition,Inattentive,1232.0
3801,43.771,-79.321,70 to 74,Dry,Clear,Daylight,Traffic Signal,Lost control,Normal,1247.0
3802,43.771,-79.285,unknown,Wet,Rain,"Dark, artificial",No Control,Other,Unknown,1815.0
3803,43.771,-79.283,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1205.0
3804,43.771,-79.275,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Normal,1700.0
3805,43.771,-79.253,80 to 84,Wet,Rain,Daylight,No Control,Improper Turn,Normal,1637.0
3806,43.771,-79.251,25 to 29,Dry,Clear,"Dark, artificial",No Control,Improper Passing,Normal,534.0
3807,43.771,-79.212,30 to 34,Slush,Snow,Dark,No Control,Lost control,Unknown,1700.0
3808,43.771,-79.173,55 to 59,Wet,Rain,"Dark, artificial",No Control,Improper Turn,Inattentive,744.0
3809,43.771,-79.171,35 to 39,Dry,Clear,Daylight,No Control,Lost control,Unknown,945.0
3810,43.772,-79.537,20 to 24,Dry,Clear,Dark,Traffic Signal,Improper Turn,Inattentive,2303.0
3811,43.772,-79.448,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1028.5
3812,43.772,-79.448,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1028.5
3813,43.772,-79.447,25 to 29,Dry,Clear,"Dark, artificial",No Control,Lost control,Had Been Drinking,617.0
3814,43.772,-79.413,65 to 69,Dry,Clear,Daylight,Stop Sign,Improper Turn,Inattentive,1200.0
3815,43.772,-79.377,35 to 39,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,815.0
3816,43.772,-79.346,50 to 54,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1745.0
3817,43.772,-79.336,30 to 34,Wet,Clear,Daylight,No Control,Speed too Fast For Condition,Inattentive,1845.0
3818,43.772,-79.251,20 to 24,Dry,Clear,Dark,Traffic Signal,Exceeding Speed Limit,Had Been Drinking,1037.3333333333333
3819,43.772,-79.251,20 to 24,Dry,Clear,Dark,Traffic Signal,Exceeding Speed Limit,Normal,1037.3333333333333
3820,43.772,-79.251,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Exceeding Speed Limit,Unknown,1037.3333333333333
3821,43.772,-79.251,35 to 39,Wet,Rain,Daylight,Traffic Signal,Speed too Fast For Condition,Normal,1037.3333333333333
3822,43.772,-79.251,40 to 44,Ice,Freezing Rain,"Dark, artificial",Traffic Signal,Lost control,Inattentive,1037.3333333333333
3823,43.772,-79.251,55 to 59,Dry,Clear,Dark,Traffic Signal,Improper Turn,Normal,1037.3333333333333
3824,43.772,-79.251,70 to 74,Wet,Clear,"Dark, artificial",No Control,Other,Unknown,1037.3333333333333
3825,43.772,-79.251,75 to 79,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Medical or Physical Disability,1037.3333333333333
3826,43.772,-79.251,80 to 84,Wet,Rain,Daylight,Traffic Signal,Improper Turn,Normal,1037.3333333333333
3827,43.772,-79.166,35 to 39,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,725.0
3828,43.772,-79.165,20 to 24,Dry,Clear,Daylight,No Control,Lost control,Unknown,1802.0
3829,43.772,-79.16,40 to 44,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,"Ability Impaired, Alcohol",2256.0
3830,43.773,-79.531,65 to 69,Loose Snow,Snow,Dark,Traffic Signal,Speed too Fast For Condition,Normal,647.0
3831,43.773,-79.529,60 to 64,Dry,"Fog, Mist, Smoke, Dust",Daylight,No Control,Lost control,Inattentive,1335.0
3832,43.773,-79.525,35 to 39,Other,Snow,Daylight,No Control,Other,Normal,937.0
3833,43.773,-79.442,20 to 24,Other,Other,Dark,<Null>,<Null>,<Null>,1554.6666666666667
3834,43.773,-79.442,30 to 34,Dry,Clear,"Daylight, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,1554.6666666666667
3835,43.773,-79.442,unknown,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Unknown,1554.6666666666667
3836,43.773,-79.421,25 to 29,Dry,Clear,Daylight,No Control,Other,Inattentive,1140.0
3837,43.773,-79.413,25 to 29,Wet,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1406.0
3838,43.773,-79.413,60 to 64,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Had Been Drinking,1406.0
3839,43.773,-79.403,25 to 29,Dry,Clear,Daylight,Stop Sign,<Null>,<Null>,1905.0
3840,43.773,-79.353,45 to 49,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1809.6666666666667
3841,43.773,-79.353,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1809.6666666666667
3842,43.773,-79.353,60 to 64,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1809.6666666666667
3843,43.773,-79.346,25 to 29,Dry,Clear,Dusk,Stop Sign,Failed to Yield Right of Way,Normal,1935.0
3844,43.773,-79.322,unknown,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Unknown,820.0
3845,43.773,-79.305,20 to 24,Dry,Clear,Dark,Traffic Signal,Improper Turn,Normal,1707.0
3846,43.773,-79.283,20 to 24,Wet,Clear,"Daylight, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,1362.0
3847,43.773,-79.283,35 to 39,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,1362.0
3848,43.773,-79.283,45 to 49,Dry,Clear,Dusk,Traffic Signal,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08",1362.0
3849,43.773,-79.283,50 to 54,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1362.0
3850,43.773,-79.268,25 to 29,Dry,Clear,Daylight,No Control,Lost control,"Ability Impaired, Alcohol",645.0
3851,43.773,-79.246,25 to 29,Dry,Clear,Dusk,Traffic Signal,Disobeyed Traffic Control,Inattentive,1803.0
3852,43.773,-79.23,30 to 34,Wet,Rain,"Dark, artificial",Traffic Signal,Lost control,"Ability Impaired, Alcohol Over .08",1224.3333333333333
3853,43.773,-79.23,50 to 54,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1224.3333333333333
3854,43.773,-79.23,60 to 64,Dry,Clear,"Daylight, artificial",Traffic Signal,Improper Turn,Inattentive,1224.3333333333333
3855,43.773,-79.183,20 to 24,Wet,Clear,"Dark, artificial",Traffic Signal,Lost control,"Ability Impaired, Alcohol",255.0
3856,43.774,-79.527,50 to 54,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,755.0
3857,43.774,-79.443,unknown,Dry,Clear,"Daylight, artificial",Stop Sign,Improper Turn,Unknown,2115.0
3858,43.774,-79.438,20 to 24,Dry,Clear,Daylight,No Control,<Null>,<Null>,1606.5
3859,43.774,-79.438,unknown,Dry,Clear,Dark,Stop Sign,Improper Turn,Inattentive,1606.5
3860,43.774,-79.414,45 to 49,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,1748.0
3861,43.774,-79.404,25 to 29,Dry,Clear,Dark,Stop Sign,Disobeyed Traffic Control,Had Been Drinking,343.0
3862,43.774,-79.389,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1600.0
3863,43.774,-79.353,35 to 39,Wet,Rain,"Dark, artificial",No Control,Failed to Yield Right of Way,Normal,2210.0
3864,43.774,-79.351,30 to 34,Packed Snow,Snow,Daylight,No Control,Lost control,Normal,1100.0
3865,43.774,-79.295,30 to 34,Wet,Rain,Daylight,Traffic Signal,Improper Turn,Normal,1677.75
3866,43.774,-79.295,50 to 54,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1677.75
3867,43.774,-79.295,55 to 59,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1677.75
3868,43.774,-79.295,65 to 69,Wet,Rain,"Dusk, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1677.75
3869,43.774,-79.284,70 to 74,Dry,Clear,Daylight,No Control,Other,Unknown,1800.0
3870,43.774,-79.266,55 to 59,Dry,Clear,Daylight,No Control,Improper Turn,Unknown,1745.0
3871,43.774,-79.252,20 to 24,Dry,Clear,Dawn,Traffic Signal,Failed to Yield Right of Way,Inattentive,1058.0
3872,43.774,-79.252,25 to 29,Dry,Clear,Dawn,Traffic Signal,Lost control,Inattentive,1058.0
3873,43.774,-79.252,60 to 64,Wet,Rain,Dusk,Traffic Signal,Failed to Yield Right of Way,Had Been Drinking,1058.0
3874,43.774,-79.252,70 to 74,Wet,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1058.0
3875,43.774,-79.252,75 to 79,Dry,Clear,Daylight,Traffic Signal,Following too Close,Normal,1058.0
3876,43.774,-79.241,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,475.0
3877,43.774,-79.241,50 to 54,Wet,Rain,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Unknown,475.0
3878,43.774,-79.227,25 to 29,Dry,Clear,"Dark, artificial",No Control,Lost control,"Ability Impaired, Alcohol Over .08",602.0
3879,43.774,-79.188,15 to 19,Wet,Rain,Daylight,No Control,Following too Close,Inattentive,1624.0
3880,43.774,-79.179,15 to 19,Dry,Clear,Dark,Stop Sign,Speed too Fast For Condition,"Ability Impaired, Alcohol",2110.0
3881,43.775,-79.522,40 to 44,Dry,Clear,Dark,No Control,Lost control,Unknown,1928.0
3882,43.775,-79.521,40 to 44,Dry,Clear,Daylight,Traffic Signal,Lost control,Inattentive,1568.3333333333333
3883,43.775,-79.521,65 to 69,Dry,Clear,Dark,Traffic Signal,Other,Unknown,1568.3333333333333
3884,43.775,-79.521,unknown,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Lane Change,Inattentive,1568.3333333333333
3885,43.775,-79.493,15 to 19,Dry,Clear,Dark,Traffic Signal,Following too Close,Fatigue,36.0
3886,43.775,-79.468,25 to 29,Dry,Clear,"Dark, artificial",No Control,Lost control,Inattentive,2217.0
3887,43.775,-79.434,65 to 69,Dry,Clear,Daylight,Stop Sign,Improper Turn,Normal,1258.0
3888,43.775,-79.412,20 to 24,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol Over .08",437.0
3889,43.775,-79.389,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1407.0
3890,43.775,-79.347,45 to 49,Wet,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1381.0
3891,43.775,-79.347,45 to 49,Wet,Rain,"Daylight, artificial",Traffic Controller,Failed to Yield Right of Way,Normal,1381.0
3892,43.775,-79.347,55 to 59,Dry,Clear,Daylight,Traffic Signal,Lost control,Unknown,1381.0
3893,43.775,-79.347,70 to 74,Dry,Clear,Daylight,Traffic Controller,Other,Medical or Physical Disability,1381.0
3894,43.775,-79.346,25 to 29,Wet,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,2150.0
3895,43.775,-79.343,30 to 34,Dry,Clear,Daylight,Stop Sign,Lost control,Medical or Physical Disability,1516.0
3896,43.775,-79.343,35 to 39,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1516.0
3897,43.775,-79.343,40 to 44,Dry,Clear,Daylight,Traffic Signal,Following too Close,Inattentive,1516.0
3898,43.775,-79.343,60 to 64,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Inattentive,1516.0
3899,43.775,-79.337,20 to 24,Wet,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1320.0
3900,43.775,-79.333,55 to 59,Dry,Clear,"Dusk, artificial",No Control,Lost control,Normal,2130.0
3901,43.775,-79.331,70 to 74,Loose Snow,Snow,Daylight,Traffic Signal,Other,Unknown,1310.0
3902,43.775,-79.323,45 to 49,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1115.0
3903,43.775,-79.306,15 to 19,Dry,Clear,Daylight,Stop Sign,Speed too Fast For Condition,Inattentive,1110.0
3904,43.775,-79.302,70 to 74,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1303.0
3905,43.775,-79.274,unknown,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Unknown,2227.0
3906,43.775,-79.263,20 to 24,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1345.0
3907,43.775,-79.263,60 to 64,Wet,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,1345.0
3908,43.775,-79.238,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Inattentive,640.0
3909,43.775,-79.234,65 to 69,Wet,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1310.0
3910,43.775,-79.221,30 to 34,Dry,Clear,"Dusk, artificial",Stop Sign,Lost control,Other,1945.0
3911,43.775,-79.205,40 to 44,Dry,Clear,Daylight,No Control,Lost control,Normal,1834.0
3912,43.775,-79.177,60 to 64,Dry,Clear,Daylight,No Control,Other,Unknown,830.0
3913,43.775,-79.175,unknown,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Unknown,2040.0
3914,43.776,-79.516,75 to 79,Dry,Clear,Daylight,Traffic Signal,Following too Close,Normal,1250.0
3915,43.776,-79.474,50 to 54,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,701.0
3916,43.776,-79.468,55 to 59,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Normal,1922.0
3917,43.776,-79.43,20 to 24,Wet,Snow,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1718.0
3918,43.776,-79.43,90 to 94,Dry,Clear,"Daylight, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1718.0
3919,43.776,-79.429,80 to 84,Wet,Rain,Daylight,No Control,Lost control,Medical or Physical Disability,1447.0
3920,43.776,-79.414,65 to 69,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Medical or Physical Disability,1655.0
3921,43.776,-79.413,20 to 24,Dry,Clear,Daylight,Traffic Signal,Exceeding Speed Limit,Normal,1829.3333333333333
3922,43.776,-79.413,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1829.3333333333333
3923,43.776,-79.413,60 to 64,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1829.3333333333333
3924,43.776,-79.341,80 to 84,Wet,Clear,Daylight,Traffic Signal,Lost control,Medical or Physical Disability,1934.0
3925,43.776,-79.318,45 to 49,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1729.0
3926,43.776,-79.317,15 to 19,Dry,Clear,Daylight,No Control,Improper Passing,Inattentive,1887.0
3927,43.776,-79.317,unknown,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1887.0
3928,43.776,-79.316,30 to 34,Dry,Clear,Daylight,No Control,Following too Close,Normal,1400.0
3929,43.776,-79.285,55 to 59,Dry,Clear,Daylight,Traffic Signal,Lost control,Unknown,730.0
3930,43.776,-79.263,50 to 54,Dry,Clear,Daylight,No Control,Lost control,Normal,639.0
3931,43.776,-79.254,55 to 59,Dry,Clear,Daylight,No Control,Other,Normal,1642.0
3932,43.776,-79.233,45 to 49,Wet,Rain,Daylight,No Control,Speed too Fast For Condition,Normal,1510.0
3933,43.776,-79.232,20 to 24,Slush,Clear,"Dark, artificial",No Control,Lost control,Unknown,2134.0
3934,43.776,-79.231,30 to 34,Dry,Clear,"Dark, artificial",Traffic Signal,Lost control,Inattentive,2232.5
3935,43.776,-79.231,80 to 84,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,2232.5
3936,43.776,-79.18,80 to 84,Dry,Clear,Dusk,No Control,Lost control,Normal,1635.5
3937,43.776,-79.173,unknown,Wet,Rain,Dark,Traffic Signal,Other,Unknown,2105.0
3938,43.777,-79.503,25 to 29,Dry,Clear,Daylight,No Control,<Null>,<Null>,1705.0
3939,43.777,-79.503,unknown,Dry,Clear,Daylight,No Control,<Null>,<Null>,1705.0
3940,43.777,-79.427,30 to 34,Slush,Snow,Dark,Traffic Signal,Speed too Fast For Condition,"Ability Impaired, Alcohol Over .08",515.0
3941,43.777,-79.426,40 to 44,Dry,Clear,Daylight,Pedestrian Crossover,Failed to Yield Right of Way,Normal,1924.0
3942,43.777,-79.413,20 to 24,Wet,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Unknown,45.0
3943,43.777,-79.347,20 to 24,Wet,Rain,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,1548.0
3944,43.777,-79.347,25 to 29,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1548.0
3945,43.777,-79.313,unknown,Dry,Clear,Dark,No Control,Other,Unknown,2023.0
3946,43.777,-79.285,50 to 54,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,2330.0
3947,43.777,-79.285,70 to 74,Dry,Clear,Dark,No Control,Lost control,Had Been Drinking,2330.0
3948,43.777,-79.26,50 to 54,Dry,Clear,Daylight,Traffic Signal,Lost control,Medical or Physical Disability,1500.0
3949,43.777,-79.231,25 to 29,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1423.5
3950,43.777,-79.231,40 to 44,Wet,Rain,Daylight,No Control,Lost control,Normal,1423.5
3951,43.777,-79.226,40 to 44,Loose Snow,Snow,Dark,Traffic Signal,Lost control,Normal,2030.0
3952,43.777,-79.211,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Unknown,807.0
3953,43.777,-79.146,40 to 44,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,887.0
3954,43.777,-79.146,85 to 89,Dry,Clear,Daylight,Traffic Signal,Lost control,Medical or Physical Disability,887.0
3955,43.777,-79.145,80 to 84,Wet,Rain,Daylight,No Control,Lost control,Normal,1059.0
3956,43.778,-79.421,25 to 29,Dry,Clear,Dark,No Control,Lost control,Had Been Drinking,535.0
3957,43.778,-79.405,40 to 44,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1855.0
3958,43.778,-79.39,25 to 29,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Had Been Drinking,28.0
3959,43.778,-79.337,65 to 69,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1110.0
3960,43.778,-79.307,20 to 24,Dry,Clear,Dark,Traffic Signal,Exceeding Speed Limit,Normal,1134.857142857143
3961,43.778,-79.307,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1134.857142857143
3962,43.778,-79.307,30 to 34,Dry,Clear,Dark,Traffic Signal,Improper Turn,Normal,1134.857142857143
3963,43.778,-79.307,35 to 39,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1134.857142857143
3964,43.778,-79.307,45 to 49,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1134.857142857143
3965,43.778,-79.307,60 to 64,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1134.857142857143
3966,43.778,-79.307,70 to 74,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Medical or Physical Disability,1134.857142857143
3967,43.778,-79.297,25 to 29,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1543.0
3968,43.778,-79.297,30 to 34,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Normal,1543.0
3969,43.778,-79.222,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,Normal,1724.6666666666667
3970,43.778,-79.222,55 to 59,Wet,Rain,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1724.6666666666667
